date;val1;val2;val3;val4;val5;val6;val7;val8;vbl1;vbl2;vbl3;vbl4;vbl5;vbl6;vbl7;vbl8;vbsv;vcsv;vk4;vk6;temp1;temp2;temp3;temp4;amb_temp;amb_rh;amb_pressure;box_temp;dut_temp;tec_curr;sv_temp;
13/01/2025-02:52:54;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000048659394e+01;1.000048659394e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999884719e+01;6.057310425e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325130000e+01;0.000000000e+00;0.000000000e+00;2.225410000e+01;0.0;0.0;23.0;0.0;22.823;18.6;1009.7;23.084;23.667;-0.640;23.000;
13/01/2025-02:53:07;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053203847e+01;1.000053203847e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999889046e+01;6.057209856e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325130000e+01;0.000000000e+00;0.000000000e+00;2.225260000e+01;0.0;0.0;23.0;0.0;22.823;18.6;1009.6;23.059;23.433;-0.572;23.000;
13/01/2025-02:53:21;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053229485e+01;1.000053229485e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999893159e+01;6.057234773e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325120000e+01;0.000000000e+00;0.000000000e+00;2.226590000e+01;0.0;0.0;23.0;0.0;22.823;18.6;1009.6;23.057;23.427;-0.563;23.000;
13/01/2025-02:53:34;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053228998e+01;1.000053228998e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999882689e+01;6.057261978e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325140000e+01;0.000000000e+00;0.000000000e+00;2.227250000e+01;0.0;0.0;23.0;0.0;22.808;18.6;1009.6;23.046;23.422;-0.526;23.000;
13/01/2025-02:53:48;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053224142e+01;1.000053224142e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999889064e+01;6.057289381e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325180000e+01;0.000000000e+00;0.000000000e+00;2.226260000e+01;0.0;0.0;23.0;0.0;22.803;18.6;1009.6;23.041;23.420;-0.507;23.000;
13/01/2025-02:54:01;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053217218e+01;1.000053217218e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999891075e+01;6.057318280e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325130000e+01;0.000000000e+00;0.000000000e+00;2.225300000e+01;0.0;0.0;23.0;0.0;22.803;18.6;1009.7;23.031;23.419;-0.484;23.000;
13/01/2025-02:54:15;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053208155e+01;1.000053208155e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999894739e+01;6.057347827e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325180000e+01;0.000000000e+00;0.000000000e+00;2.224410000e+01;0.0;0.0;23.0;0.0;22.808;18.6;1009.7;23.027;23.418;-0.454;23.000;
13/01/2025-02:54:28;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053199958e+01;1.000053199958e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999888095e+01;6.057374654e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325140000e+01;0.000000000e+00;0.000000000e+00;2.225140000e+01;0.0;0.0;23.0;0.0;22.803;18.6;1009.6;23.017;23.418;-0.425;23.000;
13/01/2025-02:54:42;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053193510e+01;1.000053193510e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999901006e+01;6.057400256e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325100000e+01;0.000000000e+00;0.000000000e+00;2.224860000e+01;0.0;0.0;23.0;0.0;22.798;18.6;1009.7;23.008;23.418;-0.392;23.000;
13/01/2025-02:54:55;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053184118e+01;1.000053184118e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999887394e+01;6.057424398e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325180000e+01;0.000000000e+00;0.000000000e+00;2.224780000e+01;0.0;0.0;23.0;0.0;22.798;18.6;1009.6;23.008;23.418;-0.396;23.000;
13/01/2025-02:55:09;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053176245e+01;1.000053176245e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999881576e+01;6.057450576e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325210000e+01;0.000000000e+00;0.000000000e+00;2.225460000e+01;0.0;0.0;23.0;0.0;22.798;18.6;1009.6;22.997;23.418;-0.367;23.000;
13/01/2025-02:55:22;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053172347e+01;1.000053172347e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999899408e+01;6.057475205e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325160000e+01;0.000000000e+00;0.000000000e+00;2.224430000e+01;0.0;0.0;23.0;0.0;22.808;18.6;1009.6;22.994;23.418;-0.347;23.000;
13/01/2025-02:55:35;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053168660e+01;1.000053168660e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999875991e+01;6.057503329e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325160000e+01;0.000000000e+00;0.000000000e+00;2.224760000e+01;0.0;0.0;23.0;0.0;22.813;18.6;1009.6;22.978;23.418;-0.300;23.000;
13/01/2025-02:55:49;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053163505e+01;1.000053163505e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999886065e+01;6.057528912e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325130000e+01;0.000000000e+00;0.000000000e+00;2.224950000e+01;0.0;0.0;23.0;0.0;22.813;18.6;1009.6;22.980;23.418;-0.300;23.000;
13/01/2025-02:56:02;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053160782e+01;1.000053160782e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999895367e+01;6.057557829e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325160000e+01;0.000000000e+00;0.000000000e+00;2.224100000e+01;0.0;0.0;23.0;0.0;22.808;18.6;1009.5;22.976;23.419;-0.297;23.000;
13/01/2025-02:56:16;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053156952e+01;1.000053156952e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999888741e+01;6.057584638e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325160000e+01;0.000000000e+00;0.000000000e+00;2.224040000e+01;0.0;0.0;23.0;0.0;22.808;18.6;1009.6;22.980;23.419;-0.293;23.000;
13/01/2025-02:56:29;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053152023e+01;1.000053152023e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999902407e+01;6.057609429e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325130000e+01;0.000000000e+00;0.000000000e+00;2.223430000e+01;0.0;0.0;23.0;0.0;22.803;18.6;1009.5;22.976;23.419;-0.292;23.000;
13/01/2025-02:56:43;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053149771e+01;1.000053149771e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999888184e+01;6.057631986e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325150000e+01;0.000000000e+00;0.000000000e+00;2.224430000e+01;0.0;0.0;23.0;0.0;22.803;18.6;1009.6;22.971;23.419;-0.258;23.000;
13/01/2025-02:56:56;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053149100e+01;1.000053149100e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999881289e+01;6.057657497e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325130000e+01;0.000000000e+00;0.000000000e+00;2.225230000e+01;0.0;0.0;23.0;0.0;22.813;18.6;1009.6;22.971;23.420;-0.271;23.000;
13/01/2025-02:57:10;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053147545e+01;1.000053147545e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999897881e+01;6.057681081e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325110000e+01;0.000000000e+00;0.000000000e+00;2.224020000e+01;0.0;0.0;23.0;0.0;22.813;18.6;1009.5;22.968;23.419;-0.250;23.000;
13/01/2025-02:57:23;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053145345e+01;1.000053145345e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999902712e+01;6.057705367e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325190000e+01;0.000000000e+00;0.000000000e+00;2.224770000e+01;0.0;0.0;23.0;0.0;22.808;18.6;1009.6;22.971;23.420;-0.270;23.000;
13/01/2025-02:57:37;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053138839e+01;1.000053138839e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999892799e+01;6.057730284e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325190000e+01;0.000000000e+00;0.000000000e+00;2.223280000e+01;0.0;0.0;23.0;0.0;22.813;18.6;1009.6;22.971;23.420;-0.287;23.000;
13/01/2025-02:57:50;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053135549e+01;1.000053135549e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999885401e+01;6.057755489e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325200000e+01;0.000000000e+00;0.000000000e+00;2.222640000e+01;0.0;0.0;23.0;0.0;22.818;18.6;1009.6;22.975;23.421;-0.286;23.000;
13/01/2025-02:58:03;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053138200e+01;1.000053138200e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999882187e+01;6.057779398e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325140000e+01;0.000000000e+00;0.000000000e+00;2.222890000e+01;0.0;0.0;23.0;0.0;22.808;18.6;1009.5;22.971;23.421;-0.264;23.000;
13/01/2025-02:58:17;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053135371e+01;1.000053135371e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999875722e+01;6.057802189e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325180000e+01;0.000000000e+00;0.000000000e+00;2.222050000e+01;0.0;0.0;23.0;0.0;22.803;18.6;1009.6;22.972;23.421;-0.297;23.000;
13/01/2025-02:58:30;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053129232e+01;1.000053129232e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999890213e+01;6.057826457e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325150000e+01;0.000000000e+00;0.000000000e+00;2.222420000e+01;0.0;0.0;23.0;0.0;22.803;18.6;1009.5;22.976;23.421;-0.287;23.000;
13/01/2025-02:58:44;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053130039e+01;1.000053130039e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999884772e+01;6.057850581e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325160000e+01;0.000000000e+00;0.000000000e+00;2.222630000e+01;0.0;0.0;23.0;0.0;22.808;18.6;1009.6;22.980;23.422;-0.297;23.000;
13/01/2025-02:58:57;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053132029e+01;1.000053132029e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999896966e+01;6.057872616e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325110000e+01;0.000000000e+00;0.000000000e+00;2.221800000e+01;0.0;0.0;23.0;0.0;22.818;18.6;1009.5;22.984;23.422;-0.301;23.000;
13/01/2025-02:59:11;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053124020e+01;1.000053124020e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999871214e+01;6.057894884e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325170000e+01;0.000000000e+00;0.000000000e+00;2.222430000e+01;0.0;0.0;23.0;0.0;22.813;18.6;1009.6;22.983;23.422;-0.318;23.000;
13/01/2025-02:59:24;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053116550e+01;1.000053116550e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999885132e+01;6.057917855e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325160000e+01;0.000000000e+00;0.000000000e+00;2.222300000e+01;0.0;0.0;23.0;0.0;22.813;18.6;1009.5;22.990;23.422;-0.334;23.000;
13/01/2025-02:59:38;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053118111e+01;1.000053118111e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999884126e+01;6.057939944e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325130000e+01;0.000000000e+00;0.000000000e+00;2.222680000e+01;0.0;0.0;23.0;0.0;22.823;18.6;1009.6;22.992;23.423;-0.340;23.000;
13/01/2025-02:59:51;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053119421e+01;1.000053119421e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999882653e+01;6.057962284e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325150000e+01;0.000000000e+00;0.000000000e+00;2.222140000e+01;0.0;0.0;23.0;0.0;22.813;18.6;1009.5;22.993;23.423;-0.351;23.000;
13/01/2025-03:00:05;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053117315e+01;1.000053117315e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999884270e+01;6.057986409e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325180000e+01;0.000000000e+00;0.000000000e+00;2.221910000e+01;0.0;0.0;23.0;0.0;22.828;18.6;1009.5;22.997;23.423;-0.352;23.000;
13/01/2025-03:00:18;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053116975e+01;1.000053116975e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999891183e+01;6.058008245e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325110000e+01;0.000000000e+00;0.000000000e+00;2.222870000e+01;0.0;0.0;23.0;0.0;22.823;18.6;1009.5;22.997;23.423;-0.365;23.000;
13/01/2025-03:00:32;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053115152e+01;1.000053115152e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999886855e+01;6.058031180e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325190000e+01;0.000000000e+00;0.000000000e+00;2.224640000e+01;0.0;0.0;23.0;0.0;22.828;18.6;1009.7;22.999;23.423;-0.366;23.000;
13/01/2025-03:00:45;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053107981e+01;1.000053107981e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999883300e+01;6.058051845e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325140000e+01;0.000000000e+00;0.000000000e+00;2.223820000e+01;0.0;0.0;23.0;0.0;22.828;18.6;1009.5;23.006;23.423;-0.395;23.000;
13/01/2025-03:00:58;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053103041e+01;1.000053103041e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999890716e+01;6.058073105e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325150000e+01;0.000000000e+00;0.000000000e+00;2.222390000e+01;0.0;0.0;23.0;0.0;22.833;18.6;1009.6;23.002;23.424;-0.383;23.000;
13/01/2025-03:01:12;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053106289e+01;1.000053106289e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999885796e+01;6.058093968e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325130000e+01;0.000000000e+00;0.000000000e+00;2.224630000e+01;0.0;0.0;23.0;0.0;22.838;18.6;1009.6;23.004;23.424;-0.389;23.000;
13/01/2025-03:01:25;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053104340e+01;1.000053104340e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999904131e+01;6.058115822e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325160000e+01;0.000000000e+00;0.000000000e+00;2.225460000e+01;0.0;0.0;23.0;0.0;22.838;18.6;1009.6;23.012;23.423;-0.409;23.000;
13/01/2025-03:01:39;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053100988e+01;1.000053100988e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999878577e+01;6.058138307e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325170000e+01;0.000000000e+00;0.000000000e+00;2.226230000e+01;0.0;0.0;23.0;0.0;22.843;18.6;1009.6;23.006;23.424;-0.399;23.000;
13/01/2025-03:01:52;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053102046e+01;1.000053102046e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999895601e+01;6.058157837e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325170000e+01;0.000000000e+00;0.000000000e+00;2.224890000e+01;0.0;0.0;23.0;0.0;22.853;18.6;1009.7;23.011;23.423;-0.413;23.000;
13/01/2025-03:02:06;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053104665e+01;1.000053104665e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999890644e+01;6.058179691e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325180000e+01;0.000000000e+00;0.000000000e+00;2.224150000e+01;0.0;0.0;23.0;0.0;22.828;18.6;1009.6;23.010;23.424;-0.398;23.000;
13/01/2025-03:02:19;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053105503e+01;1.000053105503e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999876997e+01;6.058199761e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325140000e+01;0.000000000e+00;0.000000000e+00;2.224120000e+01;0.0;0.0;23.0;0.0;22.828;18.6;1009.7;23.014;23.424;-0.403;23.000;
13/01/2025-03:02:33;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053098248e+01;1.000053098248e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999892440e+01;6.058219688e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325190000e+01;0.000000000e+00;0.000000000e+00;2.224520000e+01;0.0;0.0;23.0;0.0;22.823;18.6;1009.7;23.011;23.424;-0.387;23.000;
13/01/2025-03:02:46;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053092156e+01;1.000053092156e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999885257e+01;6.058238137e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325140000e+01;0.000000000e+00;0.000000000e+00;2.225440000e+01;0.0;0.0;23.0;0.0;22.823;18.6;1009.7;23.010;23.424;-0.397;23.000;
13/01/2025-03:03:00;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053090208e+01;1.000053090208e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999893141e+01;6.058256334e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325170000e+01;0.000000000e+00;0.000000000e+00;2.224470000e+01;0.0;0.0;23.0;0.0;22.823;18.6;1009.6;23.013;23.424;-0.417;23.000;
13/01/2025-03:03:13;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053087961e+01;1.000053087961e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999884000e+01;6.058277251e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325180000e+01;0.000000000e+00;0.000000000e+00;2.224540000e+01;0.0;0.0;23.0;0.0;22.823;18.6;1009.6;23.005;23.424;-0.387;23.000;
13/01/2025-03:03:27;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053091020e+01;1.000053091020e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999888831e+01;6.058296421e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325200000e+01;0.000000000e+00;0.000000000e+00;2.224080000e+01;0.0;0.0;23.0;0.0;22.823;18.6;1009.6;23.005;23.424;-0.385;23.000;
13/01/2025-03:03:40;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053092753e+01;1.000053092753e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999885437e+01;6.058315122e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325200000e+01;0.000000000e+00;0.000000000e+00;2.224460000e+01;0.0;0.0;23.0;0.0;22.828;18.6;1009.7;23.001;23.424;-0.392;23.000;
13/01/2025-03:03:54;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053088788e+01;1.000053088788e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999886748e+01;6.058334238e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325160000e+01;0.000000000e+00;0.000000000e+00;2.224860000e+01;0.0;0.0;23.0;0.0;22.823;18.6;1009.7;22.999;23.424;-0.356;23.000;
13/01/2025-03:04:07;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053086850e+01;1.000053086850e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999884934e+01;6.058352542e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325180000e+01;0.000000000e+00;0.000000000e+00;2.224900000e+01;0.0;0.0;23.0;0.0;22.813;18.6;1009.6;23.006;23.424;-0.391;23.000;
13/01/2025-03:04:20;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053085530e+01;1.000053085530e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999881756e+01;6.058369046e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325220000e+01;0.000000000e+00;0.000000000e+00;2.225660000e+01;0.0;0.0;23.0;0.0;22.823;18.6;1009.6;23.002;23.422;-0.379;23.000;
13/01/2025-03:04:34;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053085635e+01;1.000053085635e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999894972e+01;6.058386810e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325100000e+01;0.000000000e+00;0.000000000e+00;2.224820000e+01;0.0;0.0;23.0;0.0;22.818;18.6;1009.7;23.005;23.423;-0.398;23.000;
13/01/2025-03:04:47;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053085368e+01;1.000053085368e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999881432e+01;6.058403205e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325190000e+01;0.000000000e+00;0.000000000e+00;2.224260000e+01;0.0;0.0;23.0;0.0;22.823;18.6;1009.7;22.996;23.423;-0.354;23.000;
13/01/2025-03:05:01;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053080496e+01;1.000053080496e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999886119e+01;6.058422771e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325170000e+01;0.000000000e+00;0.000000000e+00;2.224750000e+01;0.0;0.0;23.0;0.0;22.823;18.6;1009.6;22.999;23.423;-0.355;23.000;
13/01/2025-03:05:14;3.160000000000e-03;1.000000000000e+00;1.200000000000e+01;1.000053078762e+01;1.000053078762e+01;2.300000000000e+01;2.300000000e+01;2.300000000e+01;0.000000000e+00;9.999891165e+01;6.058440085e+03;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;0.000000000e+00;2.325110000e+01;0.000000000e+00;0.000000000e+00;2.224150000e+01;0.0;0.0;23.0;0.0;22.818;18.6;1009.6;22.998;23.423;-0.358;23.000;
